block_index,cell_id,family,stochastic,n,parameters_json,expected_matrices,recovered_matrices,completion_fraction,state
593,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,32,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
594,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,32,"{""alpha"":0.5}",20000,20000,1.0,complete
595,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,32,"{""alpha"":0.3}",20000,20000,1.0,complete
596,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,32,"{""alpha"":0.2}",20000,20000,1.0,complete
597,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,32,"{""alpha"":0.1}",20000,20000,1.0,complete
598,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,32,"{""alpha"":0.05}",20000,20000,1.0,complete
599,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,32,"{""alpha"":0.02}",20000,20000,1.0,complete
600,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,32,"{""alpha"":0.01}",20000,20000,1.0,complete
601,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,32,"{""alpha"":0.005}",20000,20000,1.0,complete
602,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,32,"{""alpha"":0.002}",20000,20000,1.0,complete
603,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,32,"{""alpha"":0.001}",20000,20000,1.0,complete
604,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.5}",1,1,1.0,complete
605,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.3}",1,1,1.0,complete
606,row_diagonal_dominant_tridiagonal:af932376a9e85180,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.2}",1,1,1.0,complete
607,row_diagonal_dominant_tridiagonal:c27ad42e3f6fa594,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.1}",1,1,1.0,complete
608,row_diagonal_dominant_tridiagonal:b140db102925b3ec,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.05}",1,1,1.0,complete
609,row_diagonal_dominant_tridiagonal:9c6a6927336fc423,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.02}",1,1,1.0,complete
610,row_diagonal_dominant_tridiagonal:a2ab9117ea3a1dfa,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.01}",1,1,1.0,complete
611,row_diagonal_dominant_tridiagonal:80f1643c77f70cd6,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.005}",1,1,1.0,complete
612,row_diagonal_dominant_tridiagonal:e81edd77eaa602f2,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.002}",1,1,1.0,complete
613,row_diagonal_dominant_tridiagonal:3cc535104b50d6a1,row_diagonal_dominant_tridiagonal,False,32,"{""alpha"":0.001}",1,1,1.0,complete
614,row_diagonal_dominant_rankone:9b1d06cd48c40ab2,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.5}",1,1,1.0,complete
615,row_diagonal_dominant_rankone:b2135906babb091e,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.3}",1,1,1.0,complete
616,row_diagonal_dominant_rankone:4b19e252ebf4e64e,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.2}",1,1,1.0,complete
617,row_diagonal_dominant_rankone:f77fdfb3efff94e7,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.1}",1,1,1.0,complete
618,row_diagonal_dominant_rankone:e9f8a9d621908331,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.05}",1,1,1.0,complete
619,row_diagonal_dominant_rankone:f5d1060d84da4649,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.02}",1,1,1.0,complete
620,row_diagonal_dominant_rankone:bbdf2ff377511d2a,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.01}",1,1,1.0,complete
621,row_diagonal_dominant_rankone:b724756e042d2640,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.005}",1,1,1.0,complete
622,row_diagonal_dominant_rankone:9248beec0335477a,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.002}",1,1,1.0,complete
623,row_diagonal_dominant_rankone:6689e0c35681572e,row_diagonal_dominant_rankone,False,32,"{""alpha"":0.001}",1,1,1.0,complete
624,row_diagonal_dominant_stochastic:021519ee0a19df7c,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.5}",20000,20000,1.0,complete
625,row_diagonal_dominant_stochastic:de30837b1853aaf8,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.3}",20000,20000,1.0,complete
626,row_diagonal_dominant_stochastic:85d04ae4513fe85f,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.2}",20000,20000,1.0,complete
627,row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.1}",20000,20000,1.0,complete
628,row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.05}",20000,20000,1.0,complete
629,row_diagonal_dominant_stochastic:f5393029996d2c29,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.02}",20000,20000,1.0,complete
630,row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.01}",20000,20000,1.0,complete
631,row_diagonal_dominant_stochastic:6bb9c9b7e1526958,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.005}",20000,20000,1.0,complete
632,row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.002}",20000,20000,1.0,complete
633,row_diagonal_dominant_stochastic:3f149f338e70104c,row_diagonal_dominant_stochastic,True,32,"{""alpha"":0.001}",20000,20000,1.0,complete
634,spd_prescribed_spectrum:f3c8ebf0e249f88d,spd_prescribed_spectrum,True,32,"{""kappa"":10.0}",20000,20000,1.0,complete
635,spd_prescribed_spectrum:fd9c01d27036b31c,spd_prescribed_spectrum,True,32,"{""kappa"":100.0}",20000,20000,1.0,complete
636,spd_prescribed_spectrum:dc332cd1bfa688f6,spd_prescribed_spectrum,True,32,"{""kappa"":1000.0}",20000,20000,1.0,complete
637,spd_prescribed_spectrum:a954fd91076fe28c,spd_prescribed_spectrum,True,32,"{""kappa"":10000.0}",20000,20000,1.0,complete
638,spd_prescribed_spectrum:79fe5321ebe142a9,spd_prescribed_spectrum,True,32,"{""kappa"":100000.0}",20000,20000,1.0,complete
639,spd_prescribed_spectrum:4953545b5c68c921,spd_prescribed_spectrum,True,32,"{""kappa"":1000000.0}",20000,20000,1.0,complete
640,spd_prescribed_spectrum:70d7805e407478aa,spd_prescribed_spectrum,True,32,"{""kappa"":10000000.0}",20000,20000,1.0,complete
641,spd_prescribed_spectrum:fc3ee47b52f52cc7,spd_prescribed_spectrum,True,32,"{""kappa"":100000000.0}",20000,20000,1.0,complete
642,tnn_vandermonde_positive:d0b487e6f0518b72,tnn_vandermonde_positive,False,32,"{""cluster_parameter"":2.0,""node_type"":""equispaced_positive""}",1,1,1.0,complete
643,tnn_vandermonde_positive:5aaa1a7a23ee6d83,tnn_vandermonde_positive,False,32,"{""cluster_parameter"":2.0,""node_type"":""clustered_positive""}",1,1,1.0,complete
644,pascal:7b24b4808f94bc0d,pascal,False,32,{},1,1,1.0,complete
645,random_conditioned:3d4ea8f7b0b7ac02,random_conditioned,True,45,"{""condition_number"":100.0,""profile"":""geometric""}",20000,20000,1.0,complete
646,random_conditioned:f13d30e42b69e288,random_conditioned,True,45,"{""condition_number"":100.0,""profile"":""one_small""}",20000,20000,1.0,complete
647,random_conditioned:5e2483f030292e83,random_conditioned,True,45,"{""condition_number"":100.0,""profile"":""clustered""}",20000,20000,1.0,complete
648,random_conditioned:59554964dd17fd28,random_conditioned,True,45,"{""condition_number"":10000.0,""profile"":""geometric""}",20000,20000,1.0,complete
649,random_conditioned:9249e93b9b37b741,random_conditioned,True,45,"{""condition_number"":10000.0,""profile"":""one_small""}",20000,20000,1.0,complete
650,random_conditioned:24db10624cd06023,random_conditioned,True,45,"{""condition_number"":10000.0,""profile"":""clustered""}",20000,20000,1.0,complete
651,random_conditioned:ede4f08ad80ec7c0,random_conditioned,True,45,"{""condition_number"":1000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
652,random_conditioned:58959af1bd395489,random_conditioned,True,45,"{""condition_number"":1000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
653,random_conditioned:60b649f84d12d8bd,random_conditioned,True,45,"{""condition_number"":1000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
654,random_conditioned:d85a46ecb6e00d73,random_conditioned,True,45,"{""condition_number"":100000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
655,random_conditioned:be39cf2c9bb5dcd1,random_conditioned,True,45,"{""condition_number"":100000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
656,random_conditioned:c09b81d86321af6f,random_conditioned,True,45,"{""condition_number"":100000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
657,random_conditioned:37f6a61bc4687e9e,random_conditioned,True,45,"{""condition_number"":10000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
658,random_conditioned:33289cf8a89ff087,random_conditioned,True,45,"{""condition_number"":10000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
659,random_conditioned:d512272586bc7c53,random_conditioned,True,45,"{""condition_number"":10000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
660,random_conditioned:36337c2841740aff,random_conditioned,True,45,"{""condition_number"":1000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
661,random_conditioned:982d888343062026,random_conditioned,True,45,"{""condition_number"":1000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
662,random_conditioned:3868b8f4f35e5d1d,random_conditioned,True,45,"{""condition_number"":1000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
663,random_conditioned:e026603158c7af35,random_conditioned,True,45,"{""condition_number"":100000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
664,random_conditioned:5b19efd6ef2b5c0b,random_conditioned,True,45,"{""condition_number"":100000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
665,random_conditioned:20591473a1bf5735,random_conditioned,True,45,"{""condition_number"":100000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
666,random_conditioned:6ed2736ecab0398d,random_conditioned,True,45,"{""condition_number"":1.0,""profile"":""orthogonal""}",20000,20000,1.0,complete
667,hilbert:b9c548331ca110df,hilbert,False,45,{},1,1,1.0,complete
668,vandermonde:c75e7bcca1c1877c,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""equispaced""}",1,1,1.0,complete
669,vandermonde:ceedbcebccced4fc,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""equispaced""}",1,1,1.0,complete
670,vandermonde:e7c5154704c3d4c9,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""chebyshev""}",1,1,1.0,complete
671,vandermonde:df362d800fc64531,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""chebyshev""}",1,1,1.0,complete
672,vandermonde:1a694a5cc930f5b5,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""clustered_zero""}",1,1,1.0,complete
673,vandermonde:777568ed0dbc806c,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""clustered_zero""}",1,1,1.0,complete
674,vandermonde:b85fbb786a5eb62d,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""near_one""}",1,1,1.0,complete
675,vandermonde:bc1c5a7c363c1cb2,vandermonde,False,45,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""near_one""}",1,1,1.0,complete
676,vandermonde:d4c1dcf1fe7912e5,vandermonde,True,45,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""random""}",20000,20000,1.0,complete
677,vandermonde:0040369e0b8a027c,vandermonde,True,45,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""random""}",20000,20000,1.0,complete
678,kahan_type:4290efc4c47e83af,kahan_type,False,45,"{""column_scaling"":false,""theta"":0.1}",1,1,1.0,complete
679,kahan_type:e71b6f9fd30d0d35,kahan_type,False,45,"{""column_scaling"":true,""theta"":0.1}",1,1,1.0,complete
680,kahan_type:55976e314ebada33,kahan_type,False,45,"{""column_scaling"":false,""theta"":0.01}",1,1,1.0,complete
681,kahan_type:3d5fca4b09918941,kahan_type,False,45,"{""column_scaling"":true,""theta"":0.01}",1,1,1.0,complete
682,kahan_type:ea9d2f45216bcaa7,kahan_type,False,45,"{""column_scaling"":false,""theta"":0.001}",1,1,1.0,complete
683,kahan_type:033d150a3a538c2e,kahan_type,False,45,"{""column_scaling"":true,""theta"":0.001}",1,1,1.0,complete
684,kahan_type:bf657253a4babc02,kahan_type,False,45,"{""column_scaling"":false,""theta"":0.0001}",1,1,1.0,complete
685,kahan_type:7de370b15bdacd56,kahan_type,False,45,"{""column_scaling"":true,""theta"":0.0001}",1,1,1.0,complete
686,kahan_type:7411493e1f8f3a01,kahan_type,False,45,"{""column_scaling"":false,""theta"":1e-06}",1,1,1.0,complete
687,kahan_type:7f88c9d87a09d37c,kahan_type,False,45,"{""column_scaling"":true,""theta"":1e-06}",1,1,1.0,complete
688,kahan_type:3fcb70bbfebc9826,kahan_type,False,45,"{""column_scaling"":false,""theta"":1e-08}",1,1,1.0,complete
689,kahan_type:cb92209d4d47c312,kahan_type,False,45,"{""column_scaling"":true,""theta"":1e-08}",1,1,1.0,complete
690,kahan_type:cad9cb441519fc5b,kahan_type,False,45,"{""column_scaling"":false,""theta"":1e-10}",1,1,1.0,complete
691,kahan_type:ea85790adba5c3b2,kahan_type,False,45,"{""column_scaling"":true,""theta"":1e-10}",1,1,1.0,complete
692,kahan_type:ecb64b54443ddd5c,kahan_type,False,45,"{""column_scaling"":false,""theta"":1e-12}",1,1,1.0,complete
693,kahan_type:8457c94dc014b009,kahan_type,False,45,"{""column_scaling"":true,""theta"":1e-12}",1,1,1.0,complete
694,adversarial_rotation:b2c76300f74387b0,adversarial_rotation,False,45,"{""epsilon"":0.1}",1,1,1.0,complete
695,adversarial_rotation:37c4e5a022b50612,adversarial_rotation,False,45,"{""epsilon"":0.01}",1,1,1.0,complete
696,adversarial_rotation:fbc8efe02a7874dc,adversarial_rotation,False,45,"{""epsilon"":0.0001}",1,1,1.0,complete
697,adversarial_rotation:f7cff71dbc36bc98,adversarial_rotation,False,45,"{""epsilon"":1e-06}",1,1,1.0,complete
698,adversarial_rotation:ace807421641f23f,adversarial_rotation,False,45,"{""epsilon"":1e-08}",1,1,1.0,complete
699,adversarial_rotation:6f8f58222266e918,adversarial_rotation,False,45,"{""epsilon"":1e-10}",1,1,1.0,complete
700,adversarial_rotation:45392a8c926cd6a7,adversarial_rotation,False,45,"{""epsilon"":1e-12}",1,1,1.0,complete
701,adversarial_rotation:2cc9ff6f36ee55eb,adversarial_rotation,False,45,"{""epsilon"":1e-14}",1,1,1.0,complete
702,repeated_bad_pivots:ebddf4bf1bcd1f4b,repeated_bad_pivots,False,45,"{""decay"":1.0,""epsilon"":0.01}",1,1,1.0,complete
703,repeated_bad_pivots:22f815a7b3f93bb6,repeated_bad_pivots,False,45,"{""decay"":0.3,""epsilon"":0.01}",1,1,1.0,complete
704,repeated_bad_pivots:cf46139e6aa27490,repeated_bad_pivots,False,45,"{""decay"":0.1,""epsilon"":0.01}",1,1,1.0,complete
705,repeated_bad_pivots:221878ec2b94bb83,repeated_bad_pivots,False,45,"{""decay"":1.0,""epsilon"":1e-06}",1,1,1.0,complete
706,repeated_bad_pivots:142920ff1c832f8b,repeated_bad_pivots,False,45,"{""decay"":0.3,""epsilon"":1e-06}",1,1,1.0,complete
707,repeated_bad_pivots:1be3591d8f74c193,repeated_bad_pivots,False,45,"{""decay"":0.1,""epsilon"":1e-06}",1,1,1.0,complete
708,repeated_bad_pivots:34246cb149b429c4,repeated_bad_pivots,False,45,"{""decay"":1.0,""epsilon"":1e-10}",1,1,1.0,complete
709,repeated_bad_pivots:73c9e8040232fdc6,repeated_bad_pivots,False,45,"{""decay"":0.3,""epsilon"":1e-10}",1,1,1.0,complete
710,repeated_bad_pivots:14488bcb7546a054,repeated_bad_pivots,False,45,"{""decay"":0.1,""epsilon"":1e-10}",1,1,1.0,complete
711,scaled_adversarial:a1544dd12bfc380a,scaled_adversarial,True,45,"{""epsilon"":0.01,""scale_range"":2.0}",20000,20000,1.0,complete
712,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,45,"{""epsilon"":0.01,""scale_range"":4.0}",20000,20000,1.0,complete
713,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,45,"{""epsilon"":0.01,""scale_range"":8.0}",20000,20000,1.0,complete
714,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,45,"{""epsilon"":0.01,""scale_range"":12.0}",20000,20000,1.0,complete
715,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,45,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,20000,1.0,complete
716,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,45,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,20000,1.0,complete
717,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,45,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,20000,1.0,complete
718,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,45,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,20000,1.0,complete
719,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,45,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,20000,1.0,complete
720,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,45,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,20000,1.0,complete
721,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,45,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,20000,1.0,complete
722,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,45,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
723,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,45,"{""alpha"":0.5}",20000,20000,1.0,complete
724,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,45,"{""alpha"":0.3}",20000,20000,1.0,complete
725,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,45,"{""alpha"":0.2}",20000,20000,1.0,complete
726,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,45,"{""alpha"":0.1}",20000,20000,1.0,complete
727,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,45,"{""alpha"":0.05}",20000,20000,1.0,complete
728,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,45,"{""alpha"":0.02}",20000,20000,1.0,complete
729,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,45,"{""alpha"":0.01}",20000,20000,1.0,complete
730,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,45,"{""alpha"":0.005}",20000,20000,1.0,complete
731,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,45,"{""alpha"":0.002}",20000,20000,1.0,complete
732,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,45,"{""alpha"":0.001}",20000,20000,1.0,complete
733,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,45,"{""alpha"":0.5}",1,1,1.0,complete
734,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,45,"{""alpha"":0.3}",1,1,1.0,complete
